N°,DNI,APELLIDOS,NOMBRES,CARGO,FECHA DE INICIO,REGIMEN LABORAL,ÓRGANO,UNIDAD ORGANICA,ESTADO,SERVIDORES CIVILES QUE TIENEN LICENCIA,CORREO ELECTRONICO INSTITUCIONAL,APELLIDOS Y NOMBRES
654,82124766,PIZARRO MARTÍN,SEVERIANO BALTASAR,Coordinador Adjunto,2025-01-20,D.L. 276,Dirección General de Toda,Oficina de Nacional,ACTIVO,NO,,PIZARRO MARTÍN SEVERIANO BALTASAR
655,65927775,FONSECA NORIEGA,SEBASTIÁN CLOTILDE,Especialista Técnico,2025-04-10,CAS,Dirección General de Joven,Oficina de Algunos,ACTIVO,NO,,FONSECA NORIEGA SEBASTIÁN CLOTILDE
656,18217160,MOLINA ESCRIBANO,MELANIA CECILIO,Analista G1,2021-03-22,D.L. 728,Dirección General de Reunión,Oficina de Frente,ACTIVO,NO,,MOLINA ESCRIBANO MELANIA CECILIO
657,23173545,MILLÁN BARCO,ADALBERTO VITO,Asistente Administrativo,2019-01-30,CAS,Dirección General de Libros,Oficina de Cuadro,ACTIVO,NO,,MILLÁN BARCO ADALBERTO VITO
658,91526996,DOMINGO CUADRADO,AMELIA MIREIA,Coordinador Adjunto,2023-12-25,D.L. 276,Dirección General de Tanto,Oficina de Esto,ACTIVO,NO,,DOMINGO CUADRADO AMELIA MIREIA
659,46630634,ROURA ROMÁN,SANCHO TIMOTEO,Analista G1,2025-12-31,D.L. 276,Dirección General de Tema,Oficina de En,ACTIVO,NO,,ROURA ROMÁN SANCHO TIMOTEO
660,72769009,ARELLANO FLORES,LUPE RAÚL,Coordinador Adjunto,2025-11-05,D.L. 728,Dirección General de Posibilidades,Oficina de Proyecto,ACTIVO,NO,,ARELLANO FLORES LUPE RAÚL
661,21139997,FARRÉ ALEMÁN   ,INMACULADA ADALBERTO   ,Especialista Técnico,2022-08-12,D.L. 728,Dirección General de Madre,Oficina de Sentido,ACTIVO,NO,,FARRÉ ALEMÁN    INMACULADA ADALBERTO   
662,68284041,OCAÑA MIGUEL,EFRAÍN CRISTIAN,Especialista Técnico,2020-03-07,CAS,Dirección General de Productos,Oficina de Seguridad,ACTIVO,NO,,OCAÑA MIGUEL EFRAÍN CRISTIAN
663,26975129,  DIEGO BAS  ,PALMIRA    ARTEMIO,Especialista Técnico,2019-04-30,CAS,Dirección General de Director,Oficina de Niño,ACTIVO,NO,,  DIEGO BAS   PALMIRA    ARTEMIO
664,66306503,VIÑA ZAMORA,NICOLÁS TOÑO,Analista G1,2025-03-23,D.L. 728,Dirección General de Hoy,Oficina de Ahí,ACTIVO,NO,,VIÑA ZAMORA NICOLÁS TOÑO
665,74359499,TRILLO PALOMAR,MARICELA GODOFREDO,Coordinador Adjunto,2017-12-29,D.L. 728,Dirección General de Muerto,Oficina de Pacientes,ACTIVO,NO,,TRILLO PALOMAR MARICELA GODOFREDO
666,74040799,QUINTANILLA ALIAGA,JAVIER JACOBO,Especialista Técnico,2023-08-14,D.L. 276,Dirección General de Hombre,Oficina de Habían,ACTIVO,NO,,QUINTANILLA ALIAGA JAVIER JACOBO
667,11571647,ALMEIDA VARGAS,FORTUNATO DUILIO,Analista G1,2020-01-05,D.L. 728,Dirección General de Tratamiento,Oficina de Habla,ACTIVO,NO,,ALMEIDA VARGAS FORTUNATO DUILIO
668,53440128,ARCOS PEREZ,SARITA FELICIDAD,Asistente Administrativo,2018-11-26,D.L. 276,Dirección General de Hacen,Oficina de Buenos,ACTIVO,NO,,ARCOS PEREZ SARITA FELICIDAD
669,55135988,ATIENZA ASENSIO,GISELA CÁNDIDO,Asistente Administrativo,2022-11-18,D.L. 276,Dirección General de Lo,Oficina de Está,ACTIVO,NO,,ATIENZA ASENSIO GISELA CÁNDIDO
670,09898654,CARMONA RIERA,VICENTE RICARDO,Especialista Técnico,2017-07-31,D.L. 728,Dirección General de Cinco,Oficina de Capacidad,ACTIVO,NO,,CARMONA RIERA VICENTE RICARDO
671,86213227,CORONADO FUERTES,JORDANA ITZIAR,Analista G1,2022-08-25,D.L. 728,Dirección General de Llegar,Oficina de Salud,ACTIVO,NO,,CORONADO FUERTES JORDANA ITZIAR
672,62523074,CABRERO VIÑA,JULIÁN ESTHER,Coordinador Adjunto,2022-05-27,CAS,Dirección General de Nacional,Oficina de Empresas,ACTIVO,NO,,CABRERO VIÑA JULIÁN ESTHER
673,73994696,CALVO VIDAL,LOIDA ESMERALDA,Especialista Técnico,2017-07-10,CAS,Dirección General de Ante,Oficina de Película,ACTIVO,NO,,CALVO VIDAL LOIDA ESMERALDA
674,58065044,CAMINO VALENCIANO,HELIODORO EMELINA,Analista G1,2018-05-05,CAS,Dirección General de Todavía,Oficina de Industria,ACTIVO,NO,,CAMINO VALENCIANO HELIODORO EMELINA
675,69538492,ZABALA FRANCH,PEPITO JULIANA,Especialista Técnico,2020-06-10,D.L. 728,Dirección General de Nunca,Oficina de Dos,ACTIVO,NO,,ZABALA FRANCH PEPITO JULIANA
676,22099900,VALDERRAMA GALIANO,JAVIERA ALICIA,Especialista Técnico,2019-08-26,D.L. 728,Dirección General de Que,Oficina de Con,ACTIVO,NO,,VALDERRAMA GALIANO JAVIERA ALICIA
677,95204948,BORRELL CANO,PETRONA CONSUELA,Especialista Técnico,2023-01-13,D.L. 728,Dirección General de Cómo,Oficina de Teoría,ACTIVO,NO,,BORRELL CANO PETRONA CONSUELA
678,69645283,BOSCH VIDAL,CARLITO LORETO,Coordinador Adjunto,2023-08-01,CAS,Dirección General de Trabajar,Oficina de Ojos,ACTIVO,NO,,BOSCH VIDAL CARLITO LORETO
679,33635676,  GUARDIA SAURA,  MANU JUAN LUIS  ,Especialista Técnico,2020-12-27,D.L. 276,Dirección General de Antes,Oficina de Volvió,ACTIVO,NO,,  GUARDIA SAURA   MANU JUAN LUIS  
680,73932684,DÍAZ    ARIZA,  REYES LUIS ÁNGEL  ,Coordinador Adjunto,2019-12-12,CAS,Dirección General de Acciones,Oficina de Semana,ACTIVO,NO,,DÍAZ    ARIZA   REYES LUIS ÁNGEL  
681,83889082,ROJAS CARMONA,CLAUDIO RENATA,Coordinador Adjunto,2023-12-05,D.L. 276,Dirección General de Años,Oficina de Del,ACTIVO,NO,,ROJAS CARMONA CLAUDIO RENATA
682,71602210,CHACÓN DONAIRE,NANDO PEPITO,Analista G1,2025-04-16,D.L. 276,Dirección General de Paciente,Oficina de Oficial,ACTIVO,NO,,CHACÓN DONAIRE NANDO PEPITO
683,86031877,LEDESMA BUENDÍA,RAMÓN OFELIA,Especialista Técnico,2019-10-09,D.L. 276,Dirección General de Ante,Oficina de Papel,ACTIVO,NO,,LEDESMA BUENDÍA RAMÓN OFELIA
684,77933055,PÁEZ SASTRE,LALO PETRONA,Especialista Técnico,2020-03-15,CAS,Dirección General de Tribunal,Oficina de Aire,ACTIVO,NO,,PÁEZ SASTRE LALO PETRONA
685,88413630,ROBLES DIAZ,DANIEL ELIGIO,Coordinador Adjunto,2023-04-23,D.L. 276,Dirección General de Así,Oficina de Piel,ACTIVO,NO,,ROBLES DIAZ DANIEL ELIGIO
686,05529006,CUERVO CALLEJA,SIGFRIDO VIVIANA,Analista G1,2022-04-03,CAS,Dirección General de Unidad,Oficina de B,ACTIVO,NO,,CUERVO CALLEJA SIGFRIDO VIVIANA
687,06101780,RÍOS ESCUDERO,EMILIANA REYNALDO,Coordinador Adjunto,2024-02-20,D.L. 276,Dirección General de Formas,Oficina de Si,ACTIVO,NO,,RÍOS ESCUDERO EMILIANA REYNALDO
688,28294222,CASTRILLO    TOMAS,  ZORAIDA AMARILIS  ,Asistente Administrativo,2017-06-22,D.L. 276,Dirección General de Libertad,Oficina de Julio,ACTIVO,NO,,CASTRILLO    TOMAS   ZORAIDA AMARILIS  
689,85763947,ARTEAGA BARROSO,JUAN CARLOS FÁTIMA,Analista G1,2019-06-27,D.L. 728,Dirección General de Quedó,Oficina de Recuerdo,ACTIVO,NO,,ARTEAGA BARROSO JUAN CARLOS FÁTIMA
690,84176529,ZAMORANO GOICOECHEA,HAYDÉE SAMANTA,Coordinador Adjunto,2019-09-23,D.L. 276,Dirección General de Menor,Oficina de Ejército,ACTIVO,NO,,ZAMORANO GOICOECHEA HAYDÉE SAMANTA
691,40546386,BUSTOS ROSELLÓ,GISELA LUCÍA,Asistente Administrativo,2018-10-31,CAS,Dirección General de Igual,Oficina de Análisis,ACTIVO,NO,,BUSTOS ROSELLÓ GISELA LUCÍA
692,91937915,PLAZA COMAS,PRIMITIVA PASCUALA,Asistente Administrativo,2021-12-05,D.L. 728,Dirección General de Única,Oficina de Yo,ACTIVO,NO,,PLAZA COMAS PRIMITIVA PASCUALA
693,60873664,ALBERDI    CRESPO,  ANSELMA REINA  ,Analista G1,2021-01-14,D.L. 276,Dirección General de Universidad,Oficina de Socialista,ACTIVO,NO,,ALBERDI    CRESPO   ANSELMA REINA  
694,08041392,DALMAU BENAVIDES,MARICRUZ AMPARO,Especialista Técnico,2019-07-21,D.L. 728,Dirección General de Español,Oficina de Afirmó,ACTIVO,NO,,DALMAU BENAVIDES MARICRUZ AMPARO
695,55783807,LOBO AYUSO,ANUNCIACIÓN JACINTO,Asistente Administrativo,2021-11-06,D.L. 728,Dirección General de Obras,Oficina de Barcelona,ACTIVO,NO,,LOBO AYUSO ANUNCIACIÓN JACINTO
696,27383506,GUTIERREZ BERMÚDEZ,ÁNGEL VICENTE,Coordinador Adjunto,2024-05-11,D.L. 276,Dirección General de Etc,Oficina de Tanto,ACTIVO,NO,,GUTIERREZ BERMÚDEZ ÁNGEL VICENTE
697,19282886,VALENTÍN SALVADOR,MAXIMIANO DIEGO,Coordinador Adjunto,2026-02-25,D.L. 276,Dirección General de Doctor,Oficina de Grande,ACTIVO,NO,,VALENTÍN SALVADOR MAXIMIANO DIEGO
698,42857921,ALEMÁN CALDERON,SANCHO SEVE,Coordinador Adjunto,2016-09-13,D.L. 728,Dirección General de Contrario,Oficina de De,ACTIVO,NO,,ALEMÁN CALDERON SANCHO SEVE
699,17551136,BOU MAYO,TANIA APOLONIA,Coordinador Adjunto,2021-12-20,D.L. 276,Dirección General de América,Oficina de Crecimiento,ACTIVO,NO,,BOU MAYO TANIA APOLONIA
700,75383551,SASTRE NOGUEIRA,PRUDENCIO PAOLA,Analista G1,2016-11-20,D.L. 728,Dirección General de Desarrollo,Oficina de Señora,ACTIVO,NO,,SASTRE NOGUEIRA PRUDENCIO PAOLA
701,32445507,SANTOS MÁRMOL,CHARO MARÍA FERNANDA,Asistente Administrativo,2022-07-17,CAS,Dirección General de González,Oficina de Corazón,ACTIVO,NO,,SANTOS MÁRMOL CHARO MARÍA FERNANDA
702,35899441,PARRA SANTAMARIA,DANILO CLETO,Asistente Administrativo,2023-12-09,CAS,Dirección General de Guerra,Oficina de Que,ACTIVO,NO,,PARRA SANTAMARIA DANILO CLETO
703,18908277,NOGUERA PADILLA,PAULA EVITA,Analista G1,2025-12-28,CAS,Dirección General de Dicho,Oficina de Importancia,ACTIVO,NO,,NOGUERA PADILLA PAULA EVITA
704,38951596,YUSTE PEREIRA,JUDITH CURRO,Asistente Administrativo,2016-10-20,D.L. 276,Dirección General de Veces,Oficina de Prensa,ACTIVO,NO,,YUSTE PEREIRA JUDITH CURRO
705,56121096,CHECA RECIO,CUSTODIO JOSÉ MANUEL,Especialista Técnico,2022-06-15,CAS,Dirección General de Será,Oficina de Ayer,ACTIVO,NO,,CHECA RECIO CUSTODIO JOSÉ MANUEL
706,43947692,POZO GARRIGA,ZACARÍAS PALOMA,Coordinador Adjunto,2024-02-28,CAS,Dirección General de Corazón,Oficina de Esas,ACTIVO,NO,,POZO GARRIGA ZACARÍAS PALOMA
707,21386577,CAMPOS RIBAS,ARTURO ÁNGELES,Asistente Administrativo,2022-09-05,D.L. 276,Dirección General de Francia,Oficina de Productos,ACTIVO,NO,,CAMPOS RIBAS ARTURO ÁNGELES
708,62654865,CASAL SANJUAN,ZACARÍAS GENOVEVA,Asistente Administrativo,2022-03-28,D.L. 728,Dirección General de Mundial,Oficina de Hoy,ACTIVO,NO,,CASAL SANJUAN ZACARÍAS GENOVEVA
709,66755909,VALENZUELA ACOSTA,BERNARDA MAGDALENA,Analista G1,2016-10-30,CAS,Dirección General de Curso,Oficina de Sector,ACTIVO,NO,,VALENZUELA ACOSTA BERNARDA MAGDALENA
710,52780073,TOMAS VERDUGO,MERCEDES ÁFRICA,Asistente Administrativo,2025-06-12,CAS,Dirección General de Sabía,Oficina de Naturaleza,ACTIVO,NO,,TOMAS VERDUGO MERCEDES ÁFRICA
711,28876196,DURÁN CASTELLANOS,CRISTÓBAL ROLDÁN,Coordinador Adjunto,2022-12-02,CAS,Dirección General de Posición,Oficina de López,ACTIVO,NO,,DURÁN CASTELLANOS CRISTÓBAL ROLDÁN
712,06783419,MONTSERRAT VARELA,SOCORRO RODRIGO,Coordinador Adjunto,2020-07-13,D.L. 728,Dirección General de Elementos,Oficina de Diversos,ACTIVO,NO,,MONTSERRAT VARELA SOCORRO RODRIGO
713,80197612,HURTADO LLANOS,RÓMULO OLEGARIO,Asistente Administrativo,2026-01-19,D.L. 728,Dirección General de Actividad,Oficina de Tales,ACTIVO,NO,,HURTADO LLANOS RÓMULO OLEGARIO
714,72033414,CAÑELLAS CERVERA,SEVE ELIGIA,Analista G1,2023-05-07,CAS,Dirección General de Materia,Oficina de Crisis,ACTIVO,NO,,CAÑELLAS CERVERA SEVE ELIGIA
715,57838147,  MARTÍNEZ MIR  ,  LEONOR MAITE  ,Especialista Técnico,2025-09-13,D.L. 728,Dirección General de Haciendo,Oficina de Horas,ACTIVO,NO,,  MARTÍNEZ MIR     LEONOR MAITE  
716,97644480,FONT GALLEGO,ETELVINA LIDIA,Coordinador Adjunto,2019-04-02,D.L. 728,Dirección General de Libro,Oficina de Solamente,ACTIVO,NO,,FONT GALLEGO ETELVINA LIDIA
717,49115281,CAZORLA ENRÍQUEZ,ANITA CANDELA,Analista G1,2023-04-16,D.L. 728,Dirección General de Mercado,Oficina de Fernando,ACTIVO,NO,,CAZORLA ENRÍQUEZ ANITA CANDELA
718,06866269,CARLOS ORTUÑO,CHITA ALEXANDRA,Especialista Técnico,2022-03-04,D.L. 728,Dirección General de Piel,Oficina de Tiempos,ACTIVO,NO,,CARLOS ORTUÑO CHITA ALEXANDRA
719,74252325,RINCÓN MACIAS,SATURNINA REBECA,Coordinador Adjunto,2020-07-26,CAS,Dirección General de Con,Oficina de Menor,ACTIVO,NO,,RINCÓN MACIAS SATURNINA REBECA
720,51854862,CAMPILLO AMAYA,RICO ESPIRIDIÓN,Asistente Administrativo,2016-11-15,D.L. 276,Dirección General de Vez,Oficina de Noche,ACTIVO,NO,,CAMPILLO AMAYA RICO ESPIRIDIÓN
721,37543474,LASA CUEVAS,LUCIANO ISABELA,Analista G1,2018-11-07,CAS,Dirección General de Oro,Oficina de Parte,ACTIVO,NO,,LASA CUEVAS LUCIANO ISABELA
722,12976370,MARQUEZ FRÍAS,MARISA CAMILA,Asistente Administrativo,2016-09-01,D.L. 728,Dirección General de Período,Oficina de Actividad,ACTIVO,NO,,MARQUEZ FRÍAS MARISA CAMILA
723,45511259,CALATAYUD GOMEZ,MANUELITA FLOR,Coordinador Adjunto,2021-12-16,CAS,Dirección General de Unas,Oficina de Pública,ACTIVO,NO,,CALATAYUD GOMEZ MANUELITA FLOR
724,26717097,MAESTRE ARÉVALO,ÁNGELES RICO,Asistente Administrativo,2020-03-21,D.L. 276,Dirección General de Conseguir,Oficina de Pasó,ACTIVO,NO,,MAESTRE ARÉVALO ÁNGELES RICO
725,05402923,MILLA BALAGUER,ALBERT MAR,Analista G1,2018-11-10,CAS,Dirección General de Ayuda,Oficina de Recuerdo,ACTIVO,NO,,MILLA BALAGUER ALBERT MAR
726,18392711,SALAZAR GOMIS,VIVIANA EVITA,Coordinador Adjunto,2023-05-24,D.L. 728,Dirección General de Norte,Oficina de Sabe,ACTIVO,NO,,SALAZAR GOMIS VIVIANA EVITA
727,69703657,FERRÁNDIZ FERRER,MACARIO VIDAL,Asistente Administrativo,2018-02-13,CAS,Dirección General de I,Oficina de Otro,ACTIVO,NO,,FERRÁNDIZ FERRER MACARIO VIDAL
728,81370910,ESTÉVEZ DURÁN,MACARIA AROA,Especialista Técnico,2017-07-15,D.L. 728,Dirección General de También,Oficina de Media,ACTIVO,NO,,ESTÉVEZ DURÁN MACARIA AROA
729,82284611,LORENZO LAMAS,ELADIO FELIPE,Coordinador Adjunto,2022-03-09,CAS,Dirección General de Información,Oficina de Y,ACTIVO,NO,,LORENZO LAMAS ELADIO FELIPE
730,52741472,MURILLO SOLER,LEIRE FABIÁN,Coordinador Adjunto,2016-09-28,D.L. 276,Dirección General de Marzo,Oficina de Mercado,ACTIVO,NO,,MURILLO SOLER LEIRE FABIÁN
731,45147281,AZCONA MASCARÓ,AMOR MONTSERRAT,Asistente Administrativo,2022-01-26,D.L. 276,Dirección General de México,Oficina de E,ACTIVO,NO,,AZCONA MASCARÓ AMOR MONTSERRAT
732,75554416,MOLL ZARAGOZA,ISIDRO GERÓNIMO,Coordinador Adjunto,2021-07-20,D.L. 728,Dirección General de Fuego,Oficina de Dólares,ACTIVO,NO,,MOLL ZARAGOZA ISIDRO GERÓNIMO
733,02232975,CUERVO RICART,CANDELARIA BRUNILDA,Coordinador Adjunto,2020-05-18,D.L. 728,Dirección General de Últimos,Oficina de Importante,ACTIVO,NO,,CUERVO RICART CANDELARIA BRUNILDA
734,90436764,GARCÉS MÁRMOL,NATANAEL PONCIO,Analista G1,2019-04-13,D.L. 728,Dirección General de Animales,Oficina de Sola,ACTIVO,NO,,GARCÉS MÁRMOL NATANAEL PONCIO
735,78343176,TABOADA AGULLO,DARÍO GUIOMAR,Coordinador Adjunto,2019-10-21,D.L. 276,Dirección General de Gente,Oficina de Trabajar,ACTIVO,NO,,TABOADA AGULLO DARÍO GUIOMAR
736,92347656,HERVÁS ARIÑO,ISABEL SONIA,Analista G1,2019-07-22,D.L. 276,Dirección General de Diversos,Oficina de Cámara,ACTIVO,NO,,HERVÁS ARIÑO ISABEL SONIA
737,63698421,CARBALLO POLO,JOSÉ MARÍA CALIXTA,Coordinador Adjunto,2023-08-02,D.L. 276,Dirección General de Sus,Oficina de Comenzó,ACTIVO,NO,,CARBALLO POLO JOSÉ MARÍA CALIXTA
738,77641511,VILLANUEVA PERERA   ,  AROA NIEVES,Especialista Técnico,2021-06-07,D.L. 276,Dirección General de Nuevas,Oficina de Era,ACTIVO,NO,,VILLANUEVA PERERA      AROA NIEVES
739,06892774,MARTIN FERNÁNDEZ,MIGUEL ÁNGEL AROA,Asistente Administrativo,2017-03-02,CAS,Dirección General de Según,Oficina de Personas,ACTIVO,NO,,MARTIN FERNÁNDEZ MIGUEL ÁNGEL AROA
740,70361273,AGUILERA BASTIDA,HUMBERTO HERMINIA,Asistente Administrativo,2022-08-22,CAS,Dirección General de Estados,Oficina de Tendrá,ACTIVO,NO,,AGUILERA BASTIDA HUMBERTO HERMINIA
741,91365618,  RODRIGO CALLEJA,HERNÁN BRÍGIDA   ,Especialista Técnico,2024-08-19,CAS,Dirección General de Busca,Oficina de Humano,ACTIVO,NO,,  RODRIGO CALLEJA HERNÁN BRÍGIDA   
742,76849081,ROZAS BELLO   ,MARGARITA ITZIAR   ,Analista G1,2017-11-18,CAS,Dirección General de Aquellos,Oficina de Campaña,ACTIVO,NO,,ROZAS BELLO    MARGARITA ITZIAR   
743,02541731,MÁRMOL ARELLANO,CHUCHO CANDELARIO,Asistente Administrativo,2016-11-20,D.L. 728,Dirección General de Cuba,Oficina de Problemas,ACTIVO,NO,,MÁRMOL ARELLANO CHUCHO CANDELARIO
744,56207741,BEJARANO GOÑI,VISITACIÓN JUAN,Especialista Técnico,2020-06-03,D.L. 728,Dirección General de Llegó,Oficina de Autor,ACTIVO,NO,,BEJARANO GOÑI VISITACIÓN JUAN
745,92677377,QUIROGA ROSELLÓ,MAXIMIANO ALE,Especialista Técnico,2020-03-28,D.L. 728,Dirección General de Casa,Oficina de Hacen,ACTIVO,NO,,QUIROGA ROSELLÓ MAXIMIANO ALE
746,67353074,AGUADO BARROSO,MARISTELA MARCIA,Asistente Administrativo,2022-03-15,D.L. 276,Dirección General de Formación,Oficina de Zonas,ACTIVO,NO,,AGUADO BARROSO MARISTELA MARCIA
747,97630258,BELMONTE PALLARÈS,ÍNGRID ANI,Analista G1,2017-05-28,D.L. 276,Dirección General de Fuego,Oficina de Enfermedad,ACTIVO,NO,,BELMONTE PALLARÈS ÍNGRID ANI
748,18533118,MATA BOLAÑOS,LOPE MARÍA DEL CARMEN,Especialista Técnico,2025-08-12,D.L. 276,Dirección General de Niños,Oficina de Producción,ACTIVO,NO,,MATA BOLAÑOS LOPE MARÍA DEL CARMEN
749,43627410,ANGUITA SÁEZ,FAUSTINO BIBIANA,Asistente Administrativo,2018-07-18,D.L. 276,Dirección General de Ideas,Oficina de Estoy,ACTIVO,NO,,ANGUITA SÁEZ FAUSTINO BIBIANA
750,50576566,MARQUEZ COBOS,MARC INÉS,Coordinador Adjunto,2025-03-20,CAS,Dirección General de Destino,Oficina de Sala,ACTIVO,NO,,MARQUEZ COBOS MARC INÉS
751,61694995,PEREA ALBA,CAROLINA SANDRA,Coordinador Adjunto,2021-11-23,D.L. 276,Dirección General de Mucho,Oficina de Fue,ACTIVO,NO,,PEREA ALBA CAROLINA SANDRA
752,47551595,ADADIA PRADO,BRÍGIDA CARLA,Coordinador Adjunto,2025-10-25,D.L. 276,Dirección General de Primero,Oficina de Acuerdo,ACTIVO,NO,,ADADIA PRADO BRÍGIDA CARLA
753,64985554,NÚÑEZ GALÁN,SEVE VICENTA,Especialista Técnico,2022-10-21,CAS,Dirección General de Crisis,Oficina de Decir,ACTIVO,NO,,NÚÑEZ GALÁN SEVE VICENTA
754,37447605,CUEVAS    ESPEJO,ISMAEL    ENCARNITA,Coordinador Adjunto,2024-09-10,CAS,Dirección General de Dentro,Oficina de Unos,ACTIVO,NO,,CUEVAS    ESPEJO ISMAEL    ENCARNITA
755,39945151,ESCUDERO BALLESTER,RENATA MARICRUZ,Coordinador Adjunto,2025-09-01,D.L. 276,Dirección General de Contrario,Oficina de Pronto,ACTIVO,NO,,ESCUDERO BALLESTER RENATA MARICRUZ
756,27820355,BELTRAN MANSO,HILDA BONIFACIO,Asistente Administrativo,2018-11-07,D.L. 728,Dirección General de Ello,Oficina de Mayores,ACTIVO,NO,,BELTRAN MANSO HILDA BONIFACIO
757,64398126,TORRENS MURO,PEPE EDUARDO,Coordinador Adjunto,2023-01-22,D.L. 276,Dirección General de San,Oficina de Antes,ACTIVO,NO,,TORRENS MURO PEPE EDUARDO
758,96860154,LÓPEZ BAÑOS,TRINIDAD GUILLERMO,Coordinador Adjunto,2019-07-10,D.L. 728,Dirección General de Llegó,Oficina de Pesetas,ACTIVO,NO,,LÓPEZ BAÑOS TRINIDAD GUILLERMO
759,16357666,MAZA COROMINAS,CLARISA CLAUDIA,Asistente Administrativo,2019-12-28,D.L. 728,Dirección General de Sé,Oficina de Noviembre,ACTIVO,NO,,MAZA COROMINAS CLARISA CLAUDIA
760,46323192,ROMERO DOMINGO,ADALBERTO MATÍAS,Especialista Técnico,2018-10-22,D.L. 728,Dirección General de Importante,Oficina de Marcha,ACTIVO,NO,,ROMERO DOMINGO ADALBERTO MATÍAS
761,05646069,RUBIO LLORET,PRISCILA PLÁCIDO,Coordinador Adjunto,2017-09-08,D.L. 276,Dirección General de D,Oficina de Buena,ACTIVO,NO,,RUBIO LLORET PRISCILA PLÁCIDO
762,10607152,TENA    SEVILLANO,VICTOR    MANUEL PLINIO,Coordinador Adjunto,2024-02-04,D.L. 728,Dirección General de Nuevas,Oficina de García,ACTIVO,NO,,TENA    SEVILLANO VICTOR    MANUEL PLINIO
763,88043079,CAMPS ECHEVARRÍA,FLAVIA ELVIRA,Coordinador Adjunto,2017-03-01,D.L. 276,Dirección General de Podría,Oficina de Aspecto,ACTIVO,NO,,CAMPS ECHEVARRÍA FLAVIA ELVIRA
764,64300931,CHAVES FERRÁNDIZ,JUAN JOSÉ MACARENA,Especialista Técnico,2025-03-17,CAS,Dirección General de Te,Oficina de Entrada,ACTIVO,NO,,CHAVES FERRÁNDIZ JUAN JOSÉ MACARENA
765,72286706,BENET ALFONSO   ,  REINA ANUNCIACIÓN,Coordinador Adjunto,2022-08-30,D.L. 276,Dirección General de Volvió,Oficina de Especialmente,ACTIVO,NO,,BENET ALFONSO      REINA ANUNCIACIÓN
766,93438531,QUIRÓS GARCIA,VICTORIA ANGELINO,Coordinador Adjunto,2021-11-10,CAS,Dirección General de Vamos,Oficina de Profesional,ACTIVO,NO,,QUIRÓS GARCIA VICTORIA ANGELINO
767,14660144,SUAREZ COMAS,PÍO RUBEN,Especialista Técnico,2018-07-30,CAS,Dirección General de Enero,Oficina de Españoles,ACTIVO,NO,,SUAREZ COMAS PÍO RUBEN
768,06813621,MANSO CAÑETE,ABRIL ANGÉLICA,Especialista Técnico,2021-06-13,D.L. 276,Dirección General de Seis,Oficina de Policía,ACTIVO,NO,,MANSO CAÑETE ABRIL ANGÉLICA
769,31250795,VALLÉS ALARCÓN,GLORIA JORGE,Analista G1,2024-10-28,CAS,Dirección General de Mira,Oficina de Pueda,ACTIVO,NO,,VALLÉS ALARCÓN GLORIA JORGE
770,55472371,DAZA VILAPLANA,ENRIQUE VICTOR MANUEL,Coordinador Adjunto,2017-12-08,D.L. 276,Dirección General de Cine,Oficina de Aquellas,ACTIVO,NO,,DAZA VILAPLANA ENRIQUE VICTOR MANUEL
771,63404980,COLL TOMÁS,PLINIO APOLINAR,Analista G1,2018-07-14,D.L. 276,Dirección General de Calidad,Oficina de Mano,ACTIVO,NO,,COLL TOMÁS PLINIO APOLINAR
772,18450514,BARROS LAMAS,RAFAEL JOAQUÍN,Analista G1,2016-10-09,D.L. 276,Dirección General de Bajo,Oficina de Tenido,ACTIVO,NO,,BARROS LAMAS RAFAEL JOAQUÍN
773,21198493,PANIAGUA PONS,ADORA YÉSSICA,Asistente Administrativo,2020-11-21,D.L. 276,Dirección General de Hasta,Oficina de Dos,ACTIVO,NO,,PANIAGUA PONS ADORA YÉSSICA
774,63847326,MORANTE CALDERÓN,JULIANA AZAHAR,Asistente Administrativo,2022-09-06,D.L. 276,Dirección General de Don,Oficina de Ciencia,ACTIVO,NO,,MORANTE CALDERÓN JULIANA AZAHAR
775,26770528,LAGO DÁVILA,RENATO FRANCISCA,Coordinador Adjunto,2020-02-17,D.L. 728,Dirección General de Clase,Oficina de Grande,ACTIVO,NO,,LAGO DÁVILA RENATO FRANCISCA
776,38307799,BERMEJO VILLANUEVA,JOSÉ RENATO,Analista G1,2026-01-27,CAS,Dirección General de Desarrollo,Oficina de Varias,ACTIVO,NO,,BERMEJO VILLANUEVA JOSÉ RENATO
777,87550054,RAMIS OSORIO,OLGA RUFINA,Especialista Técnico,2019-10-18,D.L. 276,Dirección General de Habla,Oficina de Central,ACTIVO,NO,,RAMIS OSORIO OLGA RUFINA
778,99144827,AGUDO VALLS,SOFÍA EMILIO,Analista G1,2020-09-28,CAS,Dirección General de Cambio,Oficina de Te,ACTIVO,NO,,AGUDO VALLS SOFÍA EMILIO
779,56087573,VILAR LUCAS,HÉCTOR EUTIMIO,Especialista Técnico,2018-03-19,CAS,Dirección General de Acción,Oficina de Francisco,ACTIVO,NO,,VILAR LUCAS HÉCTOR EUTIMIO
780,53283710,CARRASCO GRAU,SEVERINO OBDULIA,Asistente Administrativo,2019-08-25,CAS,Dirección General de Ante,Oficina de Central,ACTIVO,NO,,CARRASCO GRAU SEVERINO OBDULIA
